userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.8849425315856934) (260,2.8293919563293457) (1196,2.8073318004608154) (2571,2.7987277507781982) (589,2.768075704574585) (1580,2.7548933029174805) (2858,2.7251315116882324) (2916,2.723999500274658) (1270,2.645941734313965) (2762,2.597365379333496) (1197,2.546630620956421) (2716,2.54166841506958) (1240,2.5367379188537598) (3578,2.510267972946167) (1097,2.4874320030212402) (1127,2.4589591026306152) (593,2.453030586242676) (1214,2.4510841369628906) (457,2.4202146530151367) (1200,2.4144790172576904)
83703: (1210,3.5105819702148438)* (2762,3.317241907119751) (1197,3.3081769943237305) (2396,3.2572202682495117) (1265,3.2100491523742676) (356,3.159473180770874)* (2997,3.149749755859375) (1580,3.1295552253723145)* (541,3.1056432723999023)* (1240,3.0718400478363037)* (50,3.0657572746276855) (1259,3.0640556812286377) (2716,3.0305519104003906) (34,2.999022960662842) (2916,2.97092866897583)* (2987,2.936302423477173) (1221,2.9010608196258545)* (3578,2.8892600536346436) (1387,2.8766613006591797) (2797,2.8582568168640137)
80348: (1196,1.5883779525756836) (260,1.572892665863037) (593,1.5317010879516602) (1210,1.5051465034484863) (296,1.484788179397583) (858,1.4784380197525024) (2396,1.4763648509979248)* (318,1.476315975189209) (1270,1.4544740915298462) (1197,1.4516103267669678) (2762,1.4488919973373413)* (541,1.4215104579925537) (1097,1.4214537143707275) (1193,1.4143226146697998) (1394,1.4117865562438965) (589,1.4015696048736572) (50,1.4012787342071533) (34,1.3924481868743896) (1259,1.3859922885894775) (480,1.3813488483428955)
84952: (2916,2.8538641929626465) (2028,2.7940969467163086)* (1240,2.716891288757324) (593,2.71054744720459)* (1097,2.7056374549865723)* (1214,2.640740394592285) (1265,2.6185739040374756)* (457,2.5962953567504883) (1127,2.5952115058898926) (1200,2.5827927589416504) (527,2.489720344543457)* (1291,2.4881744384765625)* (858,2.4829039573669434) (2000,2.4556260108947754) (1036,2.4197447299957275) (3175,2.404294967651367) (541,2.3962082862854004) (2797,2.3818626403808594)* (733,2.35215425491333)* (1374,2.3399906158447266)
82921: (260,1.7944368124008179) (1196,1.7941930294036865) (2858,1.7812910079956055) (1210,1.7727525234222412) (480,1.7368555068969727) (2571,1.7038594484329224) (589,1.701066255569458) (1270,1.6739692687988281) (1580,1.6525204181671143) (2762,1.6504042148590088) (1197,1.631901741027832)* (1198,1.6301350593566895) (2628,1.6281145811080933) (2028,1.627061128616333) (593,1.6260007619857788) (110,1.6242305040359497) (2916,1.60154128074646) (1097,1.5954689979553223) (356,1.5833699703216553) (1240,1.567800760269165)
79867: (1196,3.380965232849121) (260,3.366816997528076) (1210,3.293168067932129) (608,3.175447702407837)* (480,3.1618738174438477) (1270,3.1327996253967285) (589,3.1308836936950684) (2571,3.121305465698242) (2762,3.0926976203918457)* (1198,3.0873470306396484) (110,3.010537624359131) (1097,3.006781578063965) (1580,2.9975953102111816) (1617,2.955359935760498)* (527,2.9345860481262207)* (2628,2.9223058223724365) (1,2.8764166831970215) (2916,2.8741655349731445) (2716,2.872382164001465)* (1259,2.8037109375)
83763: (1196,3.3019094467163086)* (260,3.2968556880950928)* (1210,3.251519203186035) (480,3.1735401153564453)* (2762,3.0261874198913574) (1580,3.0134129524230957) (1198,2.9943926334381104)* (2628,2.96402645111084) (1097,2.9306116104125977) (356,2.8974640369415283) (1240,2.871589183807373)* (2396,2.8522720336914062) (1214,2.811798095703125) (527,2.796212673187256) (1617,2.7894370555877686)* (2997,2.7351112365722656) (1200,2.721100091934204) (541,2.6824514865875244) (1127,2.679718494415283) (1291,2.6256957054138184)
84199: (2858,2.2072982788085938) (1617,2.102821111679077)* (1196,2.0951356887817383)* (260,2.0595951080322266)* (858,2.0317740440368652)* (1193,2.030834436416626)* (296,2.010727882385254) (2396,1.992058515548706) (1394,1.9887174367904663) (1198,1.963768720626831) (1094,1.9605482816696167) (1252,1.9599874019622803) (2997,1.9559617042541504) (1210,1.9264893531799316) (1307,1.9094980955123901) (750,1.9004746675491333) (50,1.8994801044464111) (1265,1.8994032144546509) (1197,1.8981893062591553) (111,1.8931496143341064)*
82566: (480,2.826986789703369) (1210,2.7882375717163086) (1196,2.7521190643310547) (2571,2.7427783012390137)* (589,2.716784954071045) (1580,2.7032101154327393) (2916,2.670478343963623) (110,2.561033248901367) (1197,2.503005027770996)* (1240,2.488464832305908) (1198,2.4691061973571777) (1097,2.4429502487182617) (780,2.422520160675049) (1,2.408759117126465)* (1214,2.4060537815093994) (1200,2.37233829498291) (377,2.355706214904785) (1265,2.3500447273254395)* (608,2.3305602073669434) (648,2.3072428703308105)
84780: (480,3.1187431812286377)* (260,3.1094722747802734)* (2858,3.024001121520996)* (1580,2.9746196269989014)* (110,2.8510489463806152) (1197,2.8124501705169678) (1198,2.7823214530944824)* (356,2.7507238388061523)* (1097,2.7462525367736816)* (1,2.6909661293029785) (1291,2.534332752227783) (2355,2.5218307971954346) (527,2.511683464050293)* (2000,2.5041451454162598) (1573,2.4968202114105225)* (318,2.495828151702881)* (1617,2.4782238006591797)* (1036,2.462894916534424)* (3175,2.4553914070129395)* (1259,2.450535774230957)
81519: (2858,3.0631844997406006)* (1580,2.9110727310180664)* (110,2.831507682800293) (2028,2.82940673828125) (593,2.7861616611480713)* (1,2.6825382709503174) (1214,2.671891212463379) (3578,2.6711652278900146) (1200,2.6026992797851562) (377,2.5250589847564697)* (1610,2.4873299598693848) (2355,2.4710826873779297) (648,2.4635462760925293) (3175,2.4068922996520996) (1573,2.4027047157287598) (2791,2.383923053741455) (924,2.370734453201294)* (3114,2.3681228160858154) (34,2.359069347381592) (1721,2.3331713676452637)
81027: (1580,1.9072166681289673)* (3578,1.7352367639541626) (1573,1.6441633701324463)* (593,1.6390100717544556)* (1265,1.5999332666397095) (380,1.593549132347107)* (3527,1.5668511390686035)* (296,1.5544970035552979)* (1374,1.5394861698150635)* (592,1.5285499095916748)* (2710,1.51100754737854)* (316,1.5072956085205078) (2706,1.4884551763534546)* (1584,1.4858295917510986) (3793,1.4844895601272583) (2174,1.4809200763702393)* (3114,1.4691441059112549) (1387,1.4635306596755981)* (1917,1.4633820056915283)* (318,1.459338665008545)
81888: (480,1.7023380994796753)* (2628,1.685032844543457) (2916,1.6628599166870117) (2571,1.620140552520752) (1210,1.5872743129730225) (589,1.583742618560791) (780,1.5503125190734863) (260,1.535630226135254) (2699,1.5305233001708984) (1196,1.5001206398010254) (733,1.497109055519104) (316,1.4850473403930664) (3578,1.4791502952575684) (1573,1.4758343696594238) (1127,1.4655526876449585) (1527,1.4652462005615234) (110,1.4617135524749756) (1917,1.450974702835083) (1270,1.4483985900878906) (1240,1.4414496421813965)
80477: (2858,3.7105512619018555)* (608,3.499116897583008)* (1198,3.3660597801208496)* (2571,3.360996961593628)* (2762,3.358325958251953)* (1197,3.342273235321045)* (296,3.2873237133026123)* (2028,3.279883861541748)* (1097,3.2708334922790527) (110,3.256132125854492)* (1617,3.255530834197998)* (1580,3.214869260787964) (858,3.213724136352539)* (356,3.2037229537963867) (1,3.115858554840088) (1214,3.0887227058410645)* (2916,3.0672755241394043)* (34,2.986816883087158) (2987,2.982229232788086) (1394,2.9812750816345215)
80437: (2858,3.388457775115967) (1196,3.3712668418884277) (260,3.350581407546997) (1210,3.2739310264587402) (1270,3.113281726837158) (2571,3.0950193405151367) (1198,3.0753045082092285) (1197,3.0586228370666504) (1097,2.992924690246582) (1617,2.953768730163574) (1265,2.948927640914917) (356,2.93615984916687) (527,2.9355435371398926) (318,2.923959732055664)* (858,2.920534610748291) (2628,2.8871257305145264) (1240,2.87558650970459) (1,2.856400489807129) (2716,2.8439624309539795) (2916,2.83890438079834)
82543: (480,2.317894697189331) (2628,2.273380994796753)* (2916,2.245210647583008)* (110,2.018575668334961) (3578,2.0125741958618164) (1270,2.009941577911377)* (2716,2.0064773559570312)* (1127,1.9901971817016602) (2028,1.9862467050552368)* (733,1.9826635122299194) (2762,1.956778645515442) (377,1.9449801445007324) (1527,1.9416371583938599) (316,1.9295886754989624) (648,1.9204816818237305) (1197,1.9011878967285156)* (356,1.899861216545105) (1544,1.8947477340698242) (1200,1.8896222114562988) (1610,1.8873900175094604)
80964: (1210,3.3718299865722656)* (2762,3.0802981853485107)* (1198,2.9783830642700195) (356,2.9702281951904297) (1127,2.9256820678710938)* (1,2.9108219146728516) (457,2.8766655921936035)* (377,2.8496217727661133) (608,2.797407388687134)* (2987,2.78721284866333)* (1291,2.75813627243042) (2396,2.7541027069091797)* (2000,2.733701467514038) (733,2.7244582176208496) (380,2.675957202911377) (1036,2.672508955001831) (3527,2.656766176223755)* (592,2.6507983207702637) (1374,2.642888069152832) (858,2.6331541538238525)
79610: (2858,3.85422945022583)* (1210,3.8048696517944336)* (480,3.7007315158843994)* (2762,3.544952392578125) (2028,3.4838287830352783) (110,3.474979877471924) (2628,3.451035261154175)* (1097,3.431076765060425)* (2916,3.3960366249084473)* (356,3.388610363006592) (527,3.2883317470550537) (1214,3.285451650619507) (1617,3.2825350761413574) (858,3.2670023441314697)* (3578,3.219773769378662) (2997,3.2154085636138916) (457,3.2013320922851562) (1200,3.1771180629730225) (2987,3.153510808944702) (541,3.150911569595337)
80419: (2858,3.432508707046509)* (608,3.3316550254821777) (1210,3.1844730377197266) (1198,3.087984085083008)* (1270,3.062370538711548) (1197,3.0361971855163574) (858,3.0327768325805664) (1097,2.9748480319976807) (589,2.972836971282959) (1265,2.969165802001953) (2997,2.95650577545166) (480,2.94291353225708) (2571,2.9404187202453613) (541,2.92108416557312) (110,2.8979580402374268) (356,2.879729747772217) (1394,2.8747191429138184) (1259,2.8629634380340576) (1193,2.848459243774414) (924,2.7951173782348633)
82731: (2858,2.518639326095581)* (1196,2.4971799850463867) (260,2.484727382659912) (608,2.378476858139038) (593,2.318021774291992) (480,2.3060977458953857) (589,2.291645050048828) (1198,2.2867636680603027) (2571,2.280799627304077) (2762,2.2807655334472656) (1197,2.2712016105651855) (296,2.2365810871124268) (2028,2.228397846221924) (1097,2.222911834716797) (2396,2.2189974784851074) (1617,2.216031074523926) (1265,2.193372964859009) (527,2.1911492347717285) (318,2.1875290870666504) (1580,2.1818044185638428)
83423: (1196,2.416083335876465) (260,2.404143810272217) (1210,2.3453269004821777) (480,2.2387099266052246) (1270,2.2368617057800293) (589,2.22310733795166) (2762,2.214012622833252) (1198,2.2138500213623047) (2571,2.2132623195648193) (1197,2.201728343963623) (296,2.1660077571868896) (2028,2.1618146896362305) (1097,2.1526410579681396) (2396,2.1509671211242676) (1617,2.1452369689941406) (1265,2.1281955242156982) (1580,2.119709014892578) (858,2.1188583374023438) (356,2.11309814453125) (2997,2.075636863708496)
84005: (1580,2.3438544273376465)* (1210,2.2954843044281006)* (589,2.2800779342651367)* (2699,2.1435117721557617)* (2716,2.104332208633423)* (2858,2.0486507415771484) (377,2.0458879470825195) (2762,2.0382494926452637) (648,2.023409843444824)* (1610,1.9846124649047852) (356,1.9791871309280396) (1197,1.9773308038711548) (1676,1.973954439163208)* (1,1.9561057090759277)* (1377,1.9429974555969238)* (1097,1.9266552925109863)* (1198,1.9193016290664673)* (3175,1.9167380332946777) (3623,1.9063827991485596) (1374,1.9031269550323486)*
84559: (1196,2.01636004447937) (260,1.9892605543136597) (593,1.95000422000885) (1617,1.9480631351470947) (318,1.8934847116470337) (296,1.8921289443969727) (1210,1.8828816413879395)* (1198,1.8742046356201172) (1193,1.8428523540496826) (2997,1.8318653106689453) (1270,1.8269561529159546) (1394,1.825521469116211) (1197,1.8246912956237793) (2762,1.8114873170852661) (1265,1.8077423572540283) (1097,1.790797233581543) (912,1.7858788967132568) (34,1.7812364101409912) (50,1.779484510421753) (1225,1.7753113508224487)
80398: (1210,3.1852712631225586)* (1196,3.137775421142578)* (2916,3.063516616821289)* (2858,3.048694610595703)* (1270,2.9696903228759766)* (110,2.928189992904663)* (2028,2.9092721939086914)* (1197,2.85593318939209)* (1127,2.7655270099639893)* (1214,2.751189947128296) (1200,2.7131638526916504)* (1291,2.609650135040283)* (733,2.585237979888916)* (3527,2.5161118507385254) (1374,2.500133514404297) (1356,2.4589428901672363) (2683,2.436065673828125)* (1584,2.433319568634033)* (588,2.4312846660614014)* (1544,2.429823160171509)*
81465: (2858,3.1042251586914062)* (1196,3.0293197631835938) (608,3.0215659141540527)* (260,2.9944591522216797) (1210,2.8760881423950195) (1198,2.7958805561065674) (2396,2.7619240283966064) (527,2.7603635787963867) (318,2.7586212158203125) (858,2.756692409515381) (1197,2.748596668243408)* (1097,2.693615436553955) (589,2.684507131576538) (2028,2.6564555168151855) (541,2.6556363105773926)* (480,2.6551756858825684) (2571,2.6531667709350586) (110,2.619637966156006) (356,2.605593681335449) (1193,2.598320484161377)
85022: (2858,3.083711862564087) (480,2.8661537170410156)* (1270,2.843933582305908) (2762,2.8071401119232178)* (1197,2.791205406188965) (2396,2.7094995975494385)* (858,2.6639277935028076)* (2628,2.6466636657714844) (2916,2.602720260620117) (1259,2.550147533416748) (3578,2.5067994594573975) (2987,2.502423048019409) (1127,2.412611484527588)* (2791,2.404670476913452) (2174,2.4013893604278564) (1193,2.386240243911743)* (1221,2.3702940940856934)* (2291,2.287753105163574) (592,2.285078287124634) (1704,2.2797272205352783)
82401: (1196,2.93113374710083) (593,2.818575859069824)* (1210,2.760378122329712) (2396,2.710651397705078)* (1270,2.6727616786956787) (1197,2.663994550704956) (2997,2.6413745880126953)* (1265,2.6238291263580322) (1193,2.6134719848632812)* (2571,2.5221242904663086)* (1213,2.419416666030884)* (1294,2.3971219062805176)* (1704,2.3289642333984375)* (2174,2.2950146198272705) (3471,2.2926149368286133) (3361,2.2528648376464844) (1200,2.2507920265197754)* (2628,2.236461639404297) (1721,2.2172696590423584)* (3421,2.196564197540283)
80016: (1210,3.5185821056365967) (260,3.5157299041748047) (1196,3.4941468238830566)* (1198,3.1438565254211426) (1240,3.1337890625) (356,3.112609386444092)* (1097,3.1034188270568848)* (593,3.089020252227783) (1214,3.039151191711426) (1127,3.0136895179748535) (608,3.0101304054260254)* (1200,2.982727289199829) (2396,2.9334216117858887)* (2987,2.9127304553985596) (648,2.871458053588867)* (1291,2.8700523376464844) (858,2.8186697959899902) (318,2.8114805221557617)* (3175,2.786865711212158)* (1036,2.7867069244384766)
82744: (2858,2.243673086166382) (593,2.0836710929870605) (1210,2.0627191066741943) (1617,2.055816173553467) (296,2.019707441329956) (1198,2.0187511444091797)* (318,2.0059423446655273) (527,2.0057971477508545) (2396,2.0023412704467773) (1270,1.9910387992858887) (2762,1.9745122194290161) (2997,1.949812650680542) (1265,1.9453935623168945) (1097,1.9423671960830688) (541,1.9343233108520508) (589,1.9178578853607178) (1394,1.9151829481124878) (1193,1.912078619003296) (2028,1.9075610637664795) (50,1.8977596759796143)
83025: (2628,2.7601845264434814)* (2571,2.7430005073547363)* (2916,2.7256221771240234)* (260,2.712583541870117)* (1196,2.6735401153564453)* (2858,2.560392379760742) (110,2.5282323360443115) (2028,2.4989473819732666) (2716,2.488241672515869) (2762,2.48317813873291) (1197,2.4252967834472656) (356,2.401571035385132) (1198,2.377533435821533) (377,2.3763911724090576) (1,2.3620097637176514) (457,2.35451602935791) (733,2.3464086055755615) (648,2.338179588317871) (1610,2.318392038345337) (380,2.308847427368164)
81988: (1196,3.771171808242798)* (260,3.758571147918701)* (1210,3.689513683319092) (480,3.5701184272766113) (2571,3.513258218765259)* (608,3.493795871734619)* (1197,3.42594313621521) (110,3.3747332096099854)* (2628,3.312886953353882) (2716,3.226060390472412)* (541,3.111382007598877) (1200,3.079575538635254) (2987,3.077666759490967)* (34,2.9839460849761963) (1291,2.9759068489074707) (1387,2.9605350494384766)* (2174,2.94317626953125) (2791,2.930960178375244)* (919,2.9161713123321533) (2355,2.87845516204834)
83052: (2858,2.930082321166992)* (260,2.806020736694336)* (593,2.724307060241699)* (1210,2.6784262657165527) (296,2.640760660171509)* (858,2.6296072006225586)* (318,2.626664400100708)* (2997,2.5496819019317627)* (541,2.5303826332092285) (50,2.481472969055176)* (1259,2.464109182357788)* (110,2.4391274452209473)* (924,2.4211695194244385)* (912,2.410438060760498)* (919,2.3900299072265625)* (1136,2.380708694458008) (1214,2.327939987182617)* (1580,2.2987334728240967)* (2599,2.2932639122009277)* (1252,2.276503324508667)*
84961: (1196,3.4160170555114746)* (2571,3.133331298828125)* (2028,3.0554654598236084) (1097,3.041327476501465)* (110,3.033442497253418) (2396,3.029554843902588)* (858,2.9871578216552734)* (356,2.9845006465911865)* (318,2.9832475185394287)* (2628,2.919515371322632)* (1240,2.917062997817993)* (1259,2.852109432220459)* (50,2.848581552505493)* (34,2.7740330696105957)* (3578,2.7720069885253906) (919,2.7059285640716553)* (1291,2.671420097351074)* (1968,2.65267276763916)* (1610,2.5741758346557617)* (1213,2.5701236724853516)*
80331: (2858,3.567410945892334)* (608,3.3893795013427734)* (480,3.2182083129882812)* (1097,3.136093854904175)* (527,3.1186375617980957) (110,3.1053433418273926)* (1265,3.103610038757324)* (1240,2.9814114570617676)* (2628,2.9436702728271484)* (1394,2.901848316192627)* (2916,2.892556667327881)* (2987,2.8528153896331787) (1193,2.844956398010254)* (919,2.82261061668396)* (1200,2.8145761489868164)* (1307,2.802551746368408) (1136,2.7834973335266113) (2174,2.7542624473571777)* (1968,2.741384267807007) (3418,2.684748649597168)
83030: (1270,2.916193723678589)* (1197,2.8592944145202637)* (1580,2.799199342727661) (1240,2.701638698577881)* (2916,2.6878461837768555) (1,2.67983078956604)* (1214,2.6595425605773926) (1259,2.6037607192993164) (50,2.5962533950805664)* (3578,2.582180976867676)* (2987,2.568429946899414) (1200,2.5574254989624023) (1127,2.4865427017211914) (1387,2.476773738861084)* (1291,2.4750163555145264)* (2174,2.460282564163208)* (2791,2.458348274230957)* (590,2.4491114616394043)* (1968,2.4322004318237305) (1193,2.4250593185424805)
85159: (589,2.422254800796509)* (296,2.419583559036255)* (1097,2.3756115436553955)* (1265,2.361185073852539)* (2997,2.3256478309631348)* (541,2.292908191680908) (1259,2.262294292449951)* (1,2.257704257965088) (1240,2.248408079147339) (1214,2.227943181991577) (924,2.1898574829101562) (2916,2.1750478744506836)* (1221,2.1539039611816406) (3578,2.1345202922821045)* (1136,2.134507179260254) (1387,2.1152491569519043) (1213,2.0771327018737793) (2291,2.042194128036499)* (1721,2.04152512550354)* (912,2.037346124649048)
