userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
81303: (480,2.7587850093841553) (2571,2.704293727874756) (260,2.6914567947387695) (589,2.681854248046875) (1196,2.6773288249969482) (2858,2.655289888381958) (2916,2.645723342895508) (1580,2.6338887214660645) (1270,2.5539801120758057) (2762,2.5181007385253906) (1197,2.4813919067382812) (2716,2.4765515327453613) (3578,2.451266050338745) (593,2.4204559326171875) (1265,2.4096245765686035) (1240,2.4058146476745605) (1097,2.383277416229248) (457,2.3805959224700928) (377,2.353505849838257) (2396,2.3477606773376465)
83703: (1210,3.3364806175231934)* (1197,3.2501721382141113) (2396,3.2082643508911133) (2762,3.1366214752197266) (1265,3.131833791732788) (541,3.0915980339050293)* (2997,3.0640430450439453) (1240,3.0361580848693848)* (50,2.994877815246582) (356,2.9902024269104004)* (1259,2.988248825073242) (34,2.965298652648926) (1580,2.9633326530456543)* (2716,2.9502124786376953) (2916,2.901927947998047)* (1221,2.8864245414733887)* (2987,2.8436965942382812) (1387,2.825751781463623) (2174,2.8219823837280273)* (2797,2.792158842086792)
80348: (1196,1.358206033706665) (260,1.3414499759674072) (1210,1.2830703258514404) (593,1.2718677520751953) (589,1.269331693649292) (1270,1.263405442237854) (480,1.260859727859497) (1197,1.2374950647354126) (2396,1.2309319972991943)* (110,1.2222180366516113) (2762,1.2210237979888916)* (296,1.215983510017395) (1097,1.2051105499267578) (318,1.183711290359497) (2628,1.1700999736785889)* (356,1.169341802597046) (858,1.16785728931427) (1240,1.1656588315963745) (2916,1.1610580682754517) (2716,1.1564311981201172)
84952: (2916,2.878957509994507) (2028,2.8168351650238037)* (593,2.723405361175537)* (1265,2.68581485748291)* (1240,2.6706902980804443) (1097,2.666374444961548)* (457,2.6245458126068115) (1127,2.57513427734375) (1214,2.5550742149353027) (527,2.4909894466400146)* (1291,2.4824652671813965)* (1200,2.480496406555176) (2000,2.448314666748047) (3175,2.4266607761383057) (733,2.4199423789978027)* (858,2.405485153198242) (1036,2.400327682495117) (2797,2.3814802169799805)* (3114,2.3667168617248535) (541,2.3399128913879395)
82921: (1196,1.7839049100875854) (2858,1.779906988143921) (260,1.770625352859497) (1210,1.709333896636963) (480,1.698246717453003) (589,1.6897344589233398) (2571,1.6793564558029175) (1270,1.67427659034729) (593,1.6464848518371582) (1197,1.6385290622711182)* (2028,1.633448600769043) (1198,1.6208608150482178) (110,1.6198925971984863) (2762,1.6164989471435547) (1580,1.6024649143218994) (2628,1.589630126953125) (2916,1.5890274047851562) (2396,1.5881340503692627) (1097,1.586717128753662) (1265,1.5849378108978271)
79867: (1196,3.3510754108428955) (260,3.3144850730895996) (1210,3.184535026550293) (1270,3.1292238235473633) (589,3.1221020221710205) (480,3.11616849899292) (608,3.1096434593200684)* (2571,3.0906379222869873) (1198,3.0499002933502197) (2762,3.0030598640441895)* (110,2.998732566833496) (1097,2.976285934448242) (1580,2.931365489959717) (527,2.90568470954895)* (1617,2.8977091312408447)* (2628,2.897362232208252) (2916,2.895693778991699) (2716,2.8657989501953125)* (1,2.8441343307495117) (1259,2.7599282264709473)
83763: (1196,3.226187229156494)* (260,3.2001466751098633)* (1210,3.0913267135620117) (480,3.065412998199463)* (1198,2.9264726638793945)* (2762,2.9190382957458496) (1580,2.890364170074463) (2628,2.8675026893615723) (2396,2.8660974502563477) (1097,2.8647661209106445) (1240,2.808232069015503)* (356,2.8035740852355957) (527,2.7674832344055176) (1617,2.7432875633239746)* (1214,2.730523109436035) (2997,2.7166106700897217) (541,2.6436033248901367) (1200,2.618908405303955) (1127,2.613675117492676) (34,2.601011276245117)
84199: (2858,2.12034273147583) (1196,2.106567859649658)* (1617,2.047971248626709)* (1252,2.0335848331451416) (858,2.0292468070983887)* (260,2.0267977714538574)* (1193,2.001767635345459)* (750,1.967376470565796) (1394,1.9650249481201172) (1198,1.950710654258728) (111,1.9349122047424316)* (913,1.924809217453003) (2396,1.9119634628295898) (1094,1.8985419273376465) (1270,1.8908625841140747) (296,1.8886816501617432) (1197,1.8738638162612915) (1210,1.8583511114120483) (919,1.8580021858215332)* (2997,1.8440674543380737)
82566: (480,2.7143783569335938) (2571,2.654737949371338)* (589,2.6279988288879395) (2916,2.613413095474243) (1196,2.5985426902770996) (1580,2.596952199935913) (1210,2.5931336879730225) (110,2.495478391647339) (1197,2.4138288497924805)* (780,2.3857061862945557) (1,2.34830379486084)* (1240,2.347921848297119) (1265,2.3454766273498535)* (377,2.329176187515259) (1198,2.3269009590148926) (1097,2.3146591186523438) (1573,2.293191432952881) (1610,2.2832887172698975) (2396,2.271758794784546) (648,2.269747495651245)
84780: (260,3.046865940093994)* (480,3.040250301361084)* (2858,3.0215978622436523)* (1580,2.8916540145874023)* (110,2.8445329666137695) (1197,2.8146939277648926) (1198,2.746464729309082)* (356,2.7267677783966064)* (1097,2.7108802795410156)* (1,2.6878883838653564) (527,2.5488672256469727)* (318,2.540804147720337)* (2355,2.511728286743164) (1291,2.5080819129943848) (1617,2.489731788635254)* (1573,2.484562397003174)* (2000,2.4745306968688965) (1259,2.4488730430603027) (3175,2.4442405700683594)* (1036,2.4296681880950928)*
81519: (2858,3.037925958633423)* (1580,2.844583511352539)* (2028,2.8379199504852295) (110,2.824859380722046) (593,2.7961502075195312)* (1,2.668529510498047) (3578,2.6527061462402344) (1214,2.5943593978881836) (377,2.5209357738494873)* (1610,2.5191895961761475) (1200,2.5091893672943115) (2355,2.4664406776428223) (648,2.454681634902954) (34,2.433265209197998) (1573,2.4150032997131348) (3175,2.4101736545562744) (2791,2.3909997940063477) (3114,2.381403923034668) (1721,2.3510589599609375) (733,2.3205862045288086)
81027: (1580,1.7851675748825073)* (3578,1.6537708044052124) (1265,1.609915018081665) (593,1.6046665906906128)* (1573,1.593524694442749)* (380,1.5753791332244873)* (296,1.5281851291656494)* (2710,1.4849531650543213)* (316,1.4722700119018555) (592,1.4601399898529053)* (3527,1.4591026306152344)* (2706,1.4557971954345703)* (318,1.451305627822876) (2997,1.4504183530807495)* (1584,1.4430413246154785) (1917,1.4411849975585938)* (3114,1.4398329257965088) (2174,1.435056447982788)* (3793,1.4230221509933472) (1374,1.4183484315872192)*
81888: (480,1.6704343557357788)* (2916,1.658799171447754) (2628,1.6458187103271484) (2571,1.6070438623428345) (2699,1.5627639293670654) (589,1.562740445137024) (316,1.5552046298980713) (780,1.5527081489562988) (733,1.551545262336731) (1917,1.5383191108703613) (1573,1.5268876552581787) (2710,1.511152744293213) (1210,1.5093916654586792) (3578,1.488335132598877) (1544,1.4867939949035645) (260,1.4774274826049805) (110,1.468098521232605) (2617,1.457127332687378) (1377,1.4533629417419434)* (648,1.4493893384933472)
80477: (2858,3.6634442806243896)* (608,3.4527745246887207)* (1198,3.3447937965393066)* (1197,3.336566925048828)* (2571,3.3088412284851074)* (2028,3.270026683807373)* (1097,3.249390125274658) (2762,3.2458267211914062)* (296,3.2368547916412354)* (110,3.228349208831787)* (1617,3.2210216522216797)* (858,3.1832969188690186)* (1580,3.1139025688171387) (356,3.101504325866699) (1214,3.093689203262329)* (1,3.0663137435913086) (2916,3.060457944869995)* (34,3.0096707344055176) (1394,2.966881275177002) (2987,2.933466911315918)
80437: (1196,3.394418239593506) (2858,3.391106128692627) (260,3.3573989868164062) (1210,3.225471019744873) (1270,3.1655397415161133) (2571,3.1354262828826904) (1197,3.0985987186431885) (1198,3.085836410522461) (1097,3.0110466480255127) (1265,2.997889518737793) (527,2.9415035247802734) (2628,2.9370951652526855) (2916,2.9325785636901855) (1240,2.9300975799560547) (1617,2.9293389320373535) (356,2.9156923294067383) (318,2.91447114944458)* (2716,2.900120735168457) (858,2.892029285430908) (1,2.8776156902313232)
82543: (480,2.268040418624878) (2916,2.222285032272339)* (2628,2.2107596397399902)* (110,2.0351009368896484) (3578,2.0202510356903076) (2028,2.0112063884735107)* (733,2.0069379806518555) (2716,2.0015907287597656)* (2762,1.995936632156372) (1270,1.9881188869476318)* (377,1.9805488586425781) (316,1.9449412822723389) (356,1.942564606666565) (648,1.9378255605697632) (1127,1.9275193214416504) (2710,1.926722764968872)* (2355,1.9227955341339111) (1197,1.921004295349121)* (457,1.9151310920715332) (1610,1.9131073951721191)
80964: (1210,3.1546084880828857)* (2762,2.991222620010376)* (356,2.9000346660614014) (1198,2.855327606201172) (1,2.852818489074707) (457,2.829310417175293)* (377,2.795376777648926) (2396,2.7904505729675293)* (1127,2.7874677181243896)* (608,2.739765167236328)* (733,2.674407958984375) (1291,2.6691908836364746) (2987,2.6667227745056152)* (380,2.6631929874420166) (2000,2.635537624359131) (2997,2.619044303894043)* (1036,2.5748672485351562) (50,2.566498279571533)* (592,2.5602598190307617) (588,2.5520288944244385)
79610: (2858,3.782381296157837)* (1210,3.636207342147827)* (480,3.606860637664795)* (2028,3.4646873474121094) (110,3.435581684112549) (2762,3.433332920074463) (2628,3.3748879432678223)* (2916,3.3725438117980957)* (1097,3.364776134490967)* (356,3.296095848083496) (527,3.250814437866211) (1617,3.2175469398498535) (1214,3.2014079093933105) (2997,3.1894960403442383) (457,3.179666042327881) (858,3.1746578216552734)* (3578,3.16542911529541) (50,3.1176891326904297) (541,3.0918405055999756) (2987,3.073166847229004)
80419: (2858,3.353531837463379)* (608,3.2379517555236816) (1210,3.0895891189575195) (1270,3.073359727859497) (1198,3.0643434524536133)* (1197,3.021665573120117) (858,2.988267421722412) (589,2.964677333831787) (1097,2.9559054374694824) (541,2.9280710220336914) (1265,2.9104175567626953) (2571,2.9004030227661133) (480,2.8984477519989014) (2997,2.8754708766937256) (110,2.8646342754364014) (1394,2.819103956222534) (924,2.8107924461364746) (1214,2.8084068298339844) (1259,2.805042266845703) (1193,2.780005931854248)
82731: (1196,2.449991226196289) (2858,2.4489197731018066)* (260,2.413656234741211) (608,2.319648265838623) (593,2.283329486846924) (1198,2.2402939796447754) (589,2.236104726791382) (1197,2.233086585998535) (480,2.212315082550049) (2571,2.200314998626709) (2396,2.195147752761841) (2028,2.181072473526001) (1097,2.176237106323242) (296,2.1694583892822266) (1617,2.165900945663452) (2762,2.1652603149414062) (1265,2.1535892486572266) (527,2.1509838104248047) (318,2.1299643516540527) (1240,2.09414005279541)
83423: (1196,2.359492540359497) (260,2.347980499267578) (480,2.282846212387085) (1210,2.2775251865386963) (589,2.2625627517700195) (2571,2.2562880516052246) (1270,2.2208046913146973) (2028,2.1795706748962402) (1197,2.1700289249420166) (1580,2.162510871887207) (2762,2.156754970550537) (2628,2.148772716522217) (2916,2.1472973823547363) (1198,2.1378049850463867) (1265,2.1024913787841797) (1097,2.1000256538391113) (2396,2.0960564613342285) (2716,2.081336736679077) (356,2.077725410461426) (1240,2.07100772857666)
84005: (1580,2.2577149868011475)* (589,2.236502170562744)* (1210,2.1892268657684326)* (2858,2.1055500507354736) (2716,2.076737403869629)* (2762,2.0762953758239746) (2699,2.049264907836914)* (377,2.0420191287994385) (356,2.019587516784668) (1197,2.008225202560425) (648,1.9971187114715576)* (1,1.9903299808502197)* (1610,1.977843999862671) (1265,1.9475172758102417) (1097,1.9107609987258911)* (1198,1.9000047445297241)* (3623,1.8974223136901855) (2706,1.8953869342803955) (1377,1.8943514823913574)* (2683,1.8879375457763672)
84559: (1196,2.0338425636291504) (260,1.9754600524902344) (593,1.926969051361084) (1617,1.9088425636291504) (1198,1.875467300415039) (1270,1.8505744934082031) (1210,1.840165376663208)* (1197,1.8268452882766724) (318,1.821244478225708) (296,1.8172791004180908) (1193,1.812432050704956) (912,1.8116346597671509) (1394,1.805962324142456) (1097,1.7949082851409912) (924,1.7914199829101562) (1221,1.7878130674362183) (1304,1.7854020595550537) (1230,1.777267575263977) (1294,1.7729374170303345) (1136,1.7663309574127197)
80398: (2916,2.9861199855804443)* (1196,2.956850528717041)* (1210,2.9546613693237305)* (2858,2.92348313331604)* (110,2.843897581100464)* (2028,2.835158586502075)* (1270,2.8339943885803223)* (1197,2.7496800422668457)* (1127,2.635812282562256)* (733,2.5858442783355713)* (1214,2.526355743408203) (1291,2.512035369873047)* (1200,2.478916883468628)* (1544,2.4396603107452393)* (588,2.439303159713745)* (2683,2.4228432178497314)* (3527,2.400848388671875) (1676,2.389482021331787) (1584,2.388202667236328)* (1356,2.3807008266448975)
81465: (2858,3.120084285736084)* (1196,3.1108322143554688) (260,3.042736530303955) (608,3.0172739028930664)* (1210,2.871589183807373) (1198,2.853346347808838) (1197,2.812319040298462)* (2396,2.7969603538513184) (858,2.7850375175476074) (527,2.777026414871216) (589,2.7537174224853516) (1097,2.750653028488159) (318,2.740938425064087) (541,2.7313592433929443)* (2028,2.7102842330932617) (2571,2.692211151123047) (480,2.6903936862945557) (110,2.661550998687744) (924,2.620750904083252) (1214,2.614645481109619)
85022: (2858,3.111140251159668) (1270,2.9061741828918457) (480,2.874232292175293)* (1197,2.8480465412139893) (2396,2.782733917236328)* (2762,2.782034158706665)* (858,2.68227481842041)* (2628,2.6661739349365234) (2916,2.6635727882385254) (1259,2.576821804046631) (3578,2.5161962509155273) (2987,2.515842914581299) (2174,2.4707133769989014) (2791,2.4671716690063477) (1127,2.459137439727783)* (1221,2.4133713245391846)* (1193,2.4065823554992676)* (592,2.342350721359253) (2291,2.31078839302063) (1704,2.300563097000122)
82401: (1196,3.026550769805908) (593,2.8493545055389404)* (1210,2.781661033630371) (1270,2.7784080505371094) (1197,2.7358055114746094) (2396,2.7294254302978516)* (1265,2.6313319206237793) (2997,2.6145858764648438)* (2571,2.5899887084960938)* (1193,2.5702366828918457)* (1213,2.421431064605713)* (1294,2.4111595153808594)* (2174,2.3802528381347656) (1200,2.3757896423339844)* (2628,2.3326613903045654) (3471,2.3301572799682617) (1704,2.266433000564575)* (1291,2.24826979637146) (1036,2.224112033843994) (2000,2.216411590576172)
80016: (260,3.3883934020996094) (1196,3.3746156692504883)* (1210,3.337005615234375) (356,3.0654044151306152)* (593,3.0578229427337646) (1198,3.0310206413269043) (1240,3.025512218475342) (1097,3.00571608543396)* (2396,2.9627130031585693)* (1127,2.936923027038574) (608,2.9200096130371094)* (1214,2.8719379901885986) (648,2.8649392127990723)* (2987,2.819692611694336) (1291,2.8188719749450684) (1200,2.8055360317230225) (318,2.7867929935455322)* (3175,2.7770864963531494)* (2699,2.7433366775512695)* (1036,2.7239279747009277)
82744: (2858,2.1730260848999023) (593,2.0416736602783203) (1198,1.9925696849822998)* (1617,1.9903779029846191) (1210,1.9880409240722656) (1270,1.987000584602356) (2396,1.9542478322982788) (527,1.9464449882507324) (541,1.9349898099899292) (296,1.9322729110717773) (318,1.9214551448822021) (1097,1.918386697769165) (589,1.892477035522461) (1265,1.8803577423095703) (2997,1.8708720207214355) (1394,1.868403673171997) (2028,1.8671915531158447) (2762,1.861431360244751) (924,1.8584585189819336) (1193,1.8538070917129517)
83025: (2571,2.7443175315856934)* (2916,2.7104225158691406)* (260,2.709960699081421)* (2628,2.7036092281341553)* (1196,2.687490701675415)* (2858,2.654101848602295) (110,2.57985258102417) (2028,2.5719118118286133) (2762,2.5441088676452637) (2716,2.5158610343933105) (1197,2.496821641921997) (356,2.46938419342041) (1,2.4309282302856445) (1265,2.4227468967437744) (593,2.4166746139526367) (457,2.4157004356384277) (377,2.4134469032287598) (1198,2.4025487899780273) (1610,2.3661515712738037) (648,2.356841802597046)
81988: (1196,3.721578598022461)* (260,3.6838762760162354)* (1210,3.545260429382324) (480,3.4858336448669434) (2571,3.4568567276000977)* (608,3.4372141361236572)* (1197,3.4038138389587402) (110,3.345628261566162)* (2628,3.2478013038635254) (2716,3.1994237899780273)* (541,3.085872173309326) (34,3.0209596157073975) (2987,3.0123276710510254)* (1200,3.0081562995910645) (2174,2.946506977081299) (1291,2.9346232414245605) (2791,2.9337589740753174)* (1387,2.926609992980957)* (1136,2.894171714782715)* (919,2.8897006511688232)
83052: (2858,2.9628639221191406)* (260,2.8847098350524902)* (593,2.781712055206299)* (1210,2.7113771438598633) (858,2.6814653873443604)* (541,2.6327877044677734) (296,2.629794120788574)* (318,2.615694522857666)* (2997,2.5477919578552246)* (924,2.528439521789551)* (1259,2.502352714538574)* (110,2.498119831085205)* (1136,2.491865634918213) (50,2.490264415740967)* (1214,2.4879796504974365)* (912,2.476702928543091)* (919,2.4532666206359863)* (2174,2.3217568397521973) (1580,2.3206989765167236)* (1200,2.3112587928771973)
84961: (1196,3.237618923187256)* (2571,2.9415383338928223)* (2028,2.898611068725586) (2396,2.8920812606811523)* (1097,2.8757858276367188)* (110,2.8682966232299805) (858,2.803149938583374)* (318,2.7965757846832275)* (1240,2.7819247245788574)* (356,2.754887104034424)* (2628,2.741119384765625)* (50,2.6924729347229004)* (1259,2.6849732398986816)* (34,2.65678071975708)* (3578,2.5879781246185303) (919,2.5653223991394043)* (1291,2.519888401031494)* (1610,2.480614423751831)* (1968,2.458174705505371)* (1213,2.442807197570801)*
80331: (2858,3.5218586921691895)* (608,3.3491640090942383)* (480,3.1509132385253906)* (1097,3.122457981109619)* (527,3.098158836364746) (1265,3.0869956016540527)* (110,3.074436664581299)* (1240,2.997511863708496)* (1394,2.8939969539642334)* (2628,2.8895537853240967)* (2916,2.887434482574463)* (1136,2.8520054817199707) (919,2.8279547691345215)* (1193,2.8248581886291504)* (2987,2.8097615242004395) (1200,2.805779457092285)* (2174,2.7814650535583496)* (1307,2.7566823959350586) (1225,2.6704795360565186) (1968,2.661632776260376)
83030: (1270,2.9460129737854004)* (1197,2.8857662677764893)* (1580,2.749303102493286) (1240,2.7235684394836426)* (2916,2.713837146759033) (1214,2.6741795539855957) (1,2.673518180847168)* (50,2.6187868118286133)* (1259,2.6049463748931885) (3578,2.5610756874084473)* (2987,2.5516538619995117) (1200,2.5455479621887207) (2174,2.5020480155944824)* (1127,2.499997615814209) (2791,2.49489164352417)* (1387,2.484910726547241)* (1291,2.474972724914551)* (1610,2.4484004974365234) (1193,2.421947479248047) (590,2.4218058586120605)*
85159: (589,2.4890103340148926)* (1097,2.379089832305908)* (1265,2.3655202388763428)* (296,2.363556146621704)* (1240,2.31107497215271) (2916,2.3023340702056885)* (2997,2.2746238708496094)* (1,2.269331216812134) (1214,2.2668638229370117) (541,2.2443087100982666) (1259,2.2095565795898438)* (3578,2.180598735809326)* (924,2.1381783485412598) (1387,2.1082749366760254) (1136,2.104884147644043) (1221,2.0619397163391113) (1036,2.057523012161255)* (377,2.0436997413635254)* (3114,2.024477958679199) (2355,2.0063037872314453)
